EmployeeID,Experience(yrs),TaskAssigned,TaskCompleted,DeadlinesMet,DeadlinesMissed,number of EOM,EOM points (agg) ,EOY(points),Manager Score,Holidays Taken,Number of overtime
1141,9,386,213,210,173,9,120,30,66,9,131
1142,14,187,162,136,25,11,933,89,45,69,83
1143,10,181,102,32,79,11,1190,24,68,144,59
1144,8,61,16,8,45,6,611,74,25,125,18
1145,19,249,164,109,85,6,802,20,49,63,109
1146,26,72,43,12,29,0,874,1,30,73,110
1147,5,262,81,42,181,2,601,46,44,18,179
1148,0,170,59,4,111,3,317,66,84,41,190
1149,16,213,6,2,207,11,307,94,22,86,33
1150,20,273,34,1,239,11,309,53,14,34,2
1151,19,252,182,15,70,7,274,24,87,121,67
1152,27,113,21,0,92,10,285,87,71,127,15
1153,15,52,20,1,32,11,33,97,33,122,33
1154,19,108,85,25,23,12,534,30,17,101,83
1155,27,261,105,57,156,8,389,81,84,128,33
1156,12,153,135,86,18,9,799,63,76,82,152
1157,16,364,265,163,99,3,962,86,76,82,118
1158,8,423,366,336,57,8,390,4,18,139,23
1159,7,429,62,38,367,11,974,46,49,5,38
1160,8,450,381,240,69,3,1120,40,66,53,14
1161,17,358,191,66,167,5,903,76,31,20,26
1162,24,348,83,40,265,9,461,23,41,146,71
1163,0,481,141,66,340,5,892,79,96,58,57
1164,4,158,68,40,90,10,156,83,44,17,18
1165,30,238,120,40,118,0,365,28,97,88,60
1166,11,429,363,354,66,4,1099,31,92,8,137
1167,19,500,256,8,244,9,564,6,85,143,85
1168,30,211,26,0,185,12,96,17,32,34,10
1169,21,369,285,220,84,6,221,12,83,9,31
1170,23,246,130,11,116,8,452,46,91,37,179
1171,26,71,34,20,37,8,256,66,51,108,25
1172,2,488,398,315,90,10,709,33,19,139,110
1173,19,164,41,18,123,8,977,29,22,63,34
1174,12,401,84,54,317,4,27,77,40,141,80
1175,28,146,109,23,37,3,644,68,36,81,170
1176,2,307,32,22,275,8,276,12,17,18,8
1177,15,349,259,57,90,12,124,84,74,65,191
1178,7,78,16,12,62,1,208,74,71,97,113
1179,19,302,300,35,2,3,1069,9,41,42,124
1180,27,255,153,124,102,6,925,8,0,67,74
1181,20,398,221,25,177,6,274,84,3,96,59
1182,8,312,302,275,10,8,535,47,12,48,29
1183,1,195,167,119,28,11,179,53,34,126,105
1184,16,231,136,38,95,2,924,4,99,20,130
1185,22,69,48,42,21,4,200,67,3,121,35
1186,12,64,59,44,5,6,180,91,46,132,9
1187,7,245,218,6,27,8,1112,1,9,67,189
1188,7,312,82,27,230,6,571,17,12,138,49
1189,7,21,1,0,20,9,707,7,22,76,138
1190,29,305,250,170,55,12,1027,53,5,65,157
1191,28,84,40,4,44,0,603,20,15,32,160
1192,28,107,91,38,16,9,396,25,7,138,108
1193,15,498,434,235,64,12,279,71,16,74,13
1194,24,411,334,127,77,8,955,3,70,123,21
1195,30,475,72,22,403,7,510,31,74,23,125
1196,29,112,73,52,39,0,1065,86,21,124,118
1197,3,66,47,10,19,9,3,74,49,97,50
1198,21,461,435,344,26,5,500,3,29,97,116
1199,4,298,127,61,171,10,190,15,70,103,89
1200,18,298,11,3,287,12,1063,18,75,38,55
1201,21,319,171,130,148,1,1055,95,40,84,77
1202,13,258,227,31,31,6,1014,86,73,43,110
1203,0,302,29,28,273,8,833,97,9,30,137
1204,11,194,152,5,42,10,644,6,65,63,132
1205,20,266,229,213,37,4,194,42,41,61,156
1206,25,346,188,45,158,0,563,15,83,25,41
1207,12,73,1,0,72,10,854,16,53,67,92
1208,23,75,0,0,75,6,1013,29,24,71,145
1209,7,75,28,20,47,7,861,46,71,26,2
1210,23,189,62,10,127,11,218,38,40,28,210
1211,27,212,110,58,102,2,817,51,73,25,43
1212,28,61,20,15,41,11,1079,32,6,17,83
1213,13,17,6,3,11,5,787,17,96,39,160
1214,22,288,105,96,183,2,1181,99,5,95,106
1215,18,372,340,35,32,11,353,36,9,33,224
1216,12,443,127,75,316,12,809,70,80,14,56
1217,15,245,174,15,71,3,386,12,3,55,203
1218,1,43,0,0,43,8,1031,22,92,35,62
1219,25,250,22,18,228,10,904,96,98,17,49
1220,1,384,96,6,288,8,911,13,9,144,57
1221,5,228,15,6,213,10,651,58,7,89,53
1222,12,454,199,39,255,10,961,14,16,70,82
1223,27,175,134,24,41,2,864,40,87,22,124
1224,20,347,201,13,146,6,1057,52,56,114,30
1225,11,295,234,157,61,0,1039,89,13,9,78
1226,30,430,287,89,143,8,1026,9,54,9,128
1227,12,292,235,103,57,8,248,58,83,59,7
1228,6,52,22,15,30,7,962,42,93,93,97
1229,12,344,274,49,70,5,1053,35,1,94,120
1230,23,424,325,197,99,3,1050,50,52,53,110
1231,2,338,326,16,12,10,323,6,50,30,5
1232,4,126,12,8,114,6,443,78,42,33,131
1233,18,307,10,5,297,12,944,3,11,135,54
1234,25,446,221,61,225,5,523,55,86,57,180
1235,23,191,89,75,102,3,173,29,49,48,11
1236,1,264,102,28,162,0,97,56,30,84,105
1237,5,3,2,0,1,7,193,11,36,71,185
1238,14,88,64,20,24,5,37,32,63,35,223
1239,30,336,64,10,272,12,466,26,2,81,9
1240,13,173,79,52,94,8,606,30,7,137,108
1241,25,417,2,2,415,6,83,89,49,37,60
1242,19,234,51,50,183,6,276,80,78,72,56
1243,22,477,246,190,231,4,757,31,56,69,183
1244,5,422,146,123,276,7,366,3,76,52,136
1245,5,371,286,46,85,11,1106,79,93,64,87
1246,9,308,117,92,191,12,1141,72,27,84,97
1247,26,354,223,11,131,0,996,25,89,10,221
1248,24,422,5,5,417,10,498,20,87,73,168
1249,26,456,231,87,225,0,1177,92,33,69,35
1250,2,145,95,8,50,9,457,22,70,48,136
1251,4,368,242,67,126,0,304,48,75,121,9
1252,19,260,43,26,217,7,130,81,52,27,142
1253,13,320,239,93,81,1,1035,87,6,8,139
1254,24,418,412,93,6,11,462,33,7,132,83
1255,20,317,315,169,2,10,1193,65,45,43,86
1256,16,383,335,72,48,10,407,50,20,40,97
1257,9,270,24,18,246,8,390,17,89,32,4
1258,16,381,241,180,140,5,462,10,33,125,121
1259,16,2,0,0,2,7,601,49,89,24,14
1260,29,254,251,27,3,2,885,94,19,29,37
1261,18,294,141,57,153,9,383,42,2,111,42
1262,0,268,98,36,170,11,1019,52,36,131,112
1263,8,84,66,57,18,12,590,25,94,26,171
1264,29,82,79,49,3,0,87,31,59,83,36
1265,30,338,278,48,60,9,688,61,67,70,115
1266,16,131,68,44,63,11,594,33,17,57,180
1267,25,415,293,57,122,10,703,72,48,64,121
1268,4,458,297,210,161,8,999,95,24,20,25
1269,2,254,11,8,243,5,1138,79,36,92,88
1270,27,119,1,1,118,8,296,45,17,71,87
1271,16,115,48,4,67,6,252,9,22,78,182
1272,9,381,316,195,65,7,971,52,62,16,28
1273,1,450,71,55,379,9,513,58,96,70,46
1274,29,349,308,231,41,8,933,36,62,58,149
1275,21,400,103,74,297,1,745,53,3,89,13
1276,17,77,11,0,66,5,259,8,84,46,144
1277,21,289,3,1,286,1,1056,97,54,27,101
1278,28,351,343,177,8,4,257,0,92,93,105
1279,17,106,5,3,101,6,459,6,89,30,136
1280,27,275,38,24,237,10,1116,79,41,62,143
1281,8,285,60,9,225,6,802,65,16,117,4
1282,5,405,405,29,0,11,255,73,17,86,73
1283,1,52,11,1,41,3,340,22,8,109,13
1284,17,190,129,19,61,9,1059,45,60,10,27
1285,24,55,5,5,50,6,931,48,26,143,26
1286,19,43,41,17,2,12,145,24,75,126,66
1287,18,157,58,50,99,2,536,2,35,23,190
1288,16,419,9,7,410,3,645,53,31,71,62
1289,1,420,338,13,82,10,423,56,51,40,23
1290,8,22,4,1,18,1,513,68,31,51,7
1291,5,375,311,233,64,10,444,0,37,30,165
1292,13,147,20,0,127,1,714,58,35,31,219
1293,2,360,28,5,332,0,607,11,16,136,29
1294,28,141,26,1,115,3,7,97,89,107,16
1295,7,195,128,31,67,11,846,32,6,14,207
1296,13,203,133,86,70,3,961,93,2,30,12
1297,11,348,27,22,321,3,849,81,4,78,31
1298,29,498,87,85,411,7,1136,85,94,41,135
1299,2,477,410,50,67,3,1054,66,90,141,79
1300,11,335,334,228,1,5,945,3,78,137,80
1301,25,322,97,66,225,0,484,71,95,105,155
1302,3,5,0,0,5,12,1099,54,44,133,113
1303,9,496,370,297,126,7,62,3,5,25,110
1304,7,389,327,136,62,11,456,35,23,105,3
1305,8,286,162,132,124,8,358,38,82,18,197
1306,1,331,63,29,268,3,63,7,38,115,98
1307,24,22,14,4,8,8,618,75,66,62,94
1308,14,71,1,1,70,0,809,99,81,39,101
1309,1,158,60,60,98,0,357,5,93,123,110
1310,20,327,95,47,232,10,464,0,30,22,75
1311,30,247,218,55,29,7,366,43,40,28,185
1312,6,385,167,47,218,0,629,70,50,149,30
1313,26,120,114,76,6,9,350,53,86,121,70
1314,7,44,5,1,39,1,769,71,53,21,179
1315,17,200,15,7,185,5,938,50,20,115,122
1316,16,73,16,4,57,6,916,1,93,61,163
1317,27,284,253,214,31,1,947,49,78,21,221
1318,6,439,286,199,153,11,79,25,27,125,103
1319,17,271,133,112,138,6,1058,44,27,20,238
1320,27,401,333,159,68,9,724,41,12,2,39
1321,2,486,468,295,18,11,1102,52,14,57,76
1322,24,62,10,10,52,0,794,0,54,6,156
1323,23,108,81,0,27,8,11,90,46,27,114
1324,10,16,16,1,0,10,220,39,82,128,78
1325,12,33,5,0,28,7,560,75,85,97,76
1326,9,260,249,225,11,4,840,66,62,80,144
1327,1,86,33,2,53,3,1039,17,69,138,115
1328,14,334,309,198,25,11,182,30,4,137,44
1329,20,107,19,10,88,12,523,87,94,133,3
1330,6,159,137,9,22,4,35,58,100,101,8
1331,3,90,27,12,63,3,23,41,46,58,38
1332,23,367,103,70,264,3,618,70,10,88,149
1333,6,431,222,79,209,12,43,19,29,20,147
1334,8,168,2,1,166,1,1183,53,42,114,62
1335,11,178,164,164,14,3,871,69,18,113,21
1336,21,369,82,0,287,1,856,42,0,131,97
1337,10,140,78,76,62,8,259,61,89,80,9
1338,9,120,32,29,88,3,123,84,74,40,43
1339,7,169,44,24,125,7,332,44,87,6,219
1340,16,263,103,25,160,12,42,67,93,126,33
1341,21,64,29,29,35,2,655,50,96,47,116
1342,1,259,53,48,206,8,24,20,68,38,209
1343,7,411,45,24,366,6,237,59,90,92,45
1344,13,383,14,3,369,5,41,56,76,33,143
1345,9,378,12,6,366,9,890,24,92,32,226
1346,1,370,299,120,71,10,122,95,66,2,246
1347,6,350,116,2,234,8,836,53,33,28,203
1348,24,388,251,164,137,1,679,26,77,125,109
1349,12,255,195,122,60,7,233,26,77,82,95
1350,23,60,6,6,54,0,412,73,93,140,57
1351,18,196,150,124,46,8,130,21,96,86,55
1352,15,395,372,107,23,10,507,15,76,53,45
1353,6,328,194,94,134,7,756,73,92,108,142
1354,22,450,395,327,55,9,89,82,1,9,239
1355,25,195,188,37,7,5,589,75,32,28,221
1356,7,335,309,241,26,11,412,66,76,118,16
1357,27,316,147,61,169,7,481,38,3,14,205
1358,8,406,363,329,43,4,954,41,76,104,65
1359,11,114,11,9,103,12,191,37,4,146,23
1360,13,415,365,16,50,7,359,70,76,112,63
1361,1,266,132,65,134,10,4,67,51,145,115
1362,3,361,161,128,200,0,333,7,27,76,6
1363,29,201,73,9,128,3,845,93,84,112,52
1364,1,174,10,7,164,6,711,66,23,141,4
1365,9,339,26,15,313,1,132,94,86,112,56
1366,28,279,77,62,202,2,829,70,70,85,32
1367,27,327,143,70,184,3,1127,5,46,115,29
1368,24,158,105,78,53,6,319,88,38,35,40
1369,14,20,14,11,6,7,937,27,61,125,34
1370,2,404,49,12,355,5,102,99,39,62,63
1371,20,120,17,8,103,2,399,61,93,146,19
1372,17,478,196,129,282,3,861,46,46,74,43
1373,20,70,47,36,23,1,651,95,71,8,125
1374,14,88,10,2,78,0,69,6,14,2,42
1375,6,253,221,176,32,3,815,39,29,86,116
1376,4,242,179,77,63,0,270,6,21,27,194
1377,17,355,150,73,205,9,884,100,39,65,17
1378,28,271,117,112,154,10,942,88,21,51,40
1379,8,10,0,0,10,6,198,82,37,82,161
1380,7,238,22,13,216,3,358,5,68,99,78
1381,26,47,29,1,18,9,991,48,72,99,4
1382,12,427,49,9,378,8,1078,0,37,44,152
1383,4,89,8,6,81,10,642,91,29,15,206
1384,27,90,35,32,55,12,430,93,41,36,124
1385,11,435,424,103,11,3,480,97,4,133,107
1386,13,288,82,75,206,10,1055,51,15,132,114
1387,25,402,293,84,109,5,898,19,63,69,147
1388,4,219,177,32,42,12,382,57,91,33,80
1389,19,301,15,10,286,3,290,66,32,52,144
1390,2,38,4,0,34,5,885,35,86,15,117
1391,30,388,280,120,108,10,474,85,61,11,188
1392,27,387,330,151,57,6,15,20,68,132,86
1393,1,11,5,5,6,11,155,39,35,139,30
1394,23,298,264,187,34,11,901,41,51,7,127
1395,2,119,32,20,87,4,141,95,89,142,33
1396,7,391,50,44,341,8,345,30,18,46,165
1397,24,78,39,14,39,12,34,63,26,132,63
1398,29,289,276,156,13,2,1130,30,42,14,162
1399,27,32,27,27,5,10,605,1,66,133,67
1400,23,76,76,76,0,9,958,97,97,132,29
1401,30,52,29,7,23,12,1129,67,88,148,26
1402,27,339,185,116,154,2,973,7,11,128,69
1403,8,404,73,33,331,11,222,63,5,66,20
1404,1,268,208,78,60,1,234,33,16,42,117
1405,4,107,6,1,101,6,1133,76,12,112,76
1406,20,108,1,0,107,9,641,1,88,143,79
1407,13,71,40,9,31,4,489,55,49,70,98
1408,2,5,2,1,3,4,533,86,49,61,96
1409,11,202,80,41,122,1,1112,95,48,74,143
1410,23,361,73,61,288,7,589,66,100,10,74
1411,17,110,98,96,12,0,1124,86,83,129,30
1412,9,31,6,6,25,4,567,91,26,136,110
1413,12,115,14,7,101,12,71,36,90,44,101
1414,25,460,295,140,165,6,614,71,21,141,61
1415,8,0,0,0,0,11,1192,42,65,34,28
1416,28,425,339,13,86,7,258,28,89,67,172
1417,15,53,21,12,32,10,419,24,34,81,5
1418,22,380,55,20,325,10,821,58,39,30,229
1419,0,374,201,69,173,11,986,40,22,60,185
1420,15,6,6,0,0,4,454,3,73,45,116
1421,20,390,178,95,212,7,577,82,24,1,194
1422,11,48,34,12,14,12,1066,49,56,43,182
1423,9,207,54,51,153,5,776,75,35,146,39
1424,14,225,158,31,67,8,1131,31,41,92,146
1425,27,359,186,86,173,4,878,52,70,28,24
1426,1,66,65,63,1,5,619,95,23,20,231
1427,23,285,1,1,284,11,1192,22,28,104,18
1428,5,145,35,30,110,6,593,98,42,38,203
1429,8,326,95,16,231,9,1151,91,39,121,130
1430,19,79,53,11,26,12,1151,44,35,127,44
1431,2,409,401,194,8,12,954,6,38,25,38
1432,17,368,102,37,266,12,1156,90,65,107,74
1433,20,420,257,57,163,6,637,15,2,14,207
1434,26,414,31,26,383,6,648,95,2,138,68
1435,21,218,53,41,165,6,336,39,77,6,15
1436,13,310,66,22,244,0,301,42,4,128,61
1437,8,0,0,0,0,2,708,67,98,88,158
1438,17,21,18,8,3,9,631,65,54,101,23
1439,13,56,20,5,36,8,419,17,8,4,129
1440,21,122,89,56,33,11,629,71,22,80,124
1441,8,27,5,5,22,10,287,72,33,22,158
1442,13,237,224,157,13,0,884,59,57,118,127
1443,4,76,38,38,38,1,61,5,97,4,106
1444,15,272,164,138,108,8,794,80,24,96,38
1445,26,475,345,184,130,8,88,18,17,87,41
1446,22,444,204,203,240,1,80,23,78,111,43
1447,7,283,201,2,82,7,990,29,45,27,85
1448,9,338,135,98,203,7,546,62,26,105,134
1449,0,447,359,249,88,5,1168,23,77,54,97
1450,0,394,180,15,214,3,1094,28,16,28,225
1451,21,373,247,71,126,3,407,80,17,115,32
1452,7,467,345,37,122,6,826,84,77,111,26
1453,8,118,35,2,83,2,273,5,87,4,31
1454,23,121,44,17,77,12,108,59,75,108,44
1455,8,119,77,46,42,4,183,59,5,142,28
1456,24,102,51,25,51,9,174,66,74,101,117
1457,30,62,1,0,61,7,1075,6,93,26,221
1458,17,237,66,14,171,5,456,29,100,95,36
1459,16,162,130,71,32,6,1090,8,27,79,59
1460,16,176,106,49,70,6,1100,32,51,72,145
1461,4,386,350,157,36,4,857,39,82,51,76
1462,28,236,95,20,141,11,196,22,33,97,97
1463,6,305,73,63,232,1,547,20,32,78,2
1464,23,264,83,1,181,8,176,94,94,15,2
1465,23,433,129,94,304,2,70,14,18,141,91
1466,14,426,74,28,352,3,30,3,13,66,93
1467,17,477,344,211,133,8,143,62,48,91,32
1468,2,423,96,9,327,11,559,76,34,102,0
1469,6,112,26,0,86,8,230,71,6,118,27
1470,18,121,120,106,1,12,422,12,3,134,56
1471,2,161,32,14,129,12,362,54,45,86,0
1472,21,430,219,113,211,3,1129,89,65,34,45
1473,25,115,115,100,0,1,574,31,19,31,161
1474,4,365,329,124,36,11,135,67,10,123,99
1475,23,33,25,15,8,3,920,89,27,84,38
1476,24,492,35,9,457,9,373,25,80,78,138
1477,4,2,2,1,0,0,422,5,97,36,129
1478,27,117,105,91,12,12,69,50,5,107,31
1479,8,120,63,60,57,12,260,32,1,146,78
1480,28,150,108,87,42,12,795,89,84,139,58
1481,3,272,15,14,257,9,658,95,44,25,137
1482,18,153,97,80,56,7,561,58,2,126,39
1483,21,132,78,78,54,6,319,8,100,32,6
1484,12,128,123,72,5,10,523,0,28,98,28
1485,24,121,114,88,7,1,640,8,56,113,95
1486,14,234,150,141,84,5,600,18,83,57,76
1487,15,110,40,19,70,6,556,66,100,107,52
1488,28,165,104,22,61,0,1035,7,86,104,102
1489,26,154,65,31,89,0,127,3,23,36,101
1490,25,47,41,1,6,0,1045,56,86,26,92
1491,0,246,128,29,118,8,1014,27,75,17,60
1492,3,69,53,37,16,11,607,5,12,6,130
1493,16,313,295,105,18,12,1062,15,38,111,40
1494,28,451,281,93,170,2,376,14,87,86,149
1495,10,151,70,45,81,6,431,21,70,59,165
1496,16,173,76,27,97,0,676,73,52,100,71
1497,5,225,206,160,19,5,888,45,72,110,82
1498,17,79,42,42,37,12,966,85,15,112,141
1499,22,479,101,99,378,3,747,55,43,42,174
1500,8,208,92,83,116,7,1169,26,79,88,98
1501,12,120,98,45,22,10,335,47,63,25,216
1502,26,98,12,11,86,11,26,94,42,87,10
1503,16,104,77,23,27,1,795,12,99,79,150
1504,3,241,193,185,48,3,250,84,58,49,170
1505,30,284,103,65,181,10,208,19,75,20,228
1506,8,89,9,0,80,10,1072,47,47,90,51
1507,29,134,9,1,125,8,880,37,11,63,150
1508,19,296,292,5,4,9,956,62,9,91,126
1509,28,365,16,11,349,1,523,87,51,12,72
1510,8,384,362,196,22,1,424,98,3,78,181
1511,22,180,154,25,26,5,936,38,63,108,110
1512,23,62,41,32,21,0,316,59,42,106,134
1513,20,92,18,9,74,3,962,63,74,51,183
1514,9,56,6,3,50,12,791,28,10,98,31
1515,30,341,263,232,78,2,1060,46,12,150,26
1516,18,234,117,85,117,1,237,41,9,111,30
1517,13,214,156,153,58,7,1144,92,13,37,99
1518,11,275,72,21,203,1,789,93,29,90,78
1519,16,412,343,60,69,10,994,68,80,91,108
1520,25,449,228,63,221,10,659,85,97,8,186
1521,5,104,94,15,10,3,855,15,67,138,10
1522,20,232,60,22,172,6,561,81,9,22,21
1523,29,208,117,102,91,11,1178,98,51,121,124
1524,7,117,53,48,64,12,171,82,12,117,124
1525,15,148,145,5,3,4,261,26,11,120,45
1526,25,50,49,28,1,7,1073,72,4,8,238
1527,18,427,34,21,393,3,977,7,96,112,50
1528,9,498,34,13,464,10,708,91,14,54,74
1529,23,68,61,48,7,11,942,79,10,28,213
1530,11,223,204,181,19,0,897,84,56,0,203
1531,19,203,78,11,125,6,894,73,70,141,113
1532,13,321,215,201,106,7,542,0,10,69,1
1533,3,407,351,132,56,10,469,44,8,26,229
1534,24,474,300,39,174,9,1129,82,9,65,160
1535,1,491,190,172,301,0,540,85,62,27,60
1536,10,69,21,18,48,3,651,7,52,35,225
1537,28,355,299,17,56,7,813,59,71,137,87
1538,13,269,257,0,12,4,1059,23,62,44,157
1539,26,8,8,5,0,0,509,68,65,42,207
1540,30,36,30,0,6,11,883,66,10,62,167
1541,10,70,22,14,48,12,1121,62,41,113,121
1542,16,152,98,31,54,6,254,94,19,33,224
1543,8,399,287,205,112,10,461,47,90,43,105
1544,22,286,95,70,191,4,584,94,73,149,19
1545,4,2,1,0,1,4,973,90,71,75,164
1546,7,113,2,2,111,12,438,46,76,87,132
1547,25,251,82,1,169,0,42,12,68,148,60
1548,30,323,131,98,192,6,678,68,76,90,58
1549,14,104,103,10,1,2,441,100,6,130,99
1550,9,288,146,73,142,0,980,19,60,17,16
1551,22,437,400,400,37,0,1021,67,66,138,96
1552,9,408,300,98,108,11,183,26,98,130,12
1553,2,110,48,25,62,9,789,84,32,58,168
1554,22,465,336,77,129,7,98,81,22,141,111
1555,13,154,79,23,75,9,902,12,88,63,195
1556,19,309,90,47,219,10,684,42,10,145,5
1557,19,289,216,56,73,2,293,75,35,38,2
1558,27,142,14,8,128,10,899,37,66,44,158
1559,4,247,145,120,102,10,26,69,75,38,187
1560,3,68,10,1,58,8,435,92,69,129,109
1561,29,323,95,51,228,12,1120,57,92,122,35
1562,6,198,71,31,127,6,1015,40,81,110,107
1563,24,234,77,13,157,12,410,16,67,110,47
1564,23,361,235,207,126,3,448,68,74,41,182
1565,9,89,46,13,43,6,618,81,91,5,249
1566,3,157,60,38,97,0,1023,97,31,85,144
1567,11,59,51,14,8,11,688,61,61,116,46
1568,23,476,121,4,355,9,906,36,5,90,150
1569,27,256,150,138,106,5,618,16,65,14,210
1570,20,36,8,5,28,2,640,25,16,91,139
1571,5,339,162,123,177,2,971,12,2,135,21
1572,20,116,78,35,38,2,656,33,65,36,145
1573,5,150,75,35,75,2,926,89,33,110,66
1574,17,299,3,0,296,8,648,0,24,46,72
1575,16,380,269,202,111,6,290,13,30,6,106
1576,0,293,167,137,126,4,700,38,12,8,217
1577,30,389,22,1,367,5,209,21,78,59,65
1578,30,115,56,24,59,3,545,14,49,25,95
1579,25,411,169,120,242,7,739,99,44,130,116
1580,14,437,94,12,343,5,18,27,89,57,186
1581,22,227,226,200,1,11,57,46,15,10,250
1582,9,341,234,195,107,3,619,86,17,63,87
1583,25,346,2,1,344,0,454,9,65,87,6
1584,29,75,43,15,32,4,768,37,58,38,77
1585,21,11,0,0,11,4,539,44,80,32,27
1586,16,433,113,7,320,9,953,1,20,55,56
1587,12,20,14,13,6,11,172,94,45,49,65
1588,4,440,305,21,135,4,700,24,97,44,211
1589,16,476,219,4,257,7,194,66,9,63,105
1590,23,395,116,18,279,4,1173,58,59,132,6
1591,8,87,60,40,27,11,945,83,10,118,111
1592,21,219,15,12,204,11,735,12,50,18,66
1593,24,497,158,75,339,1,292,93,12,58,91
1594,29,320,130,74,190,10,313,16,98,91,80
1595,25,300,230,38,70,9,335,69,58,4,82
1596,29,393,192,6,201,9,599,37,89,50,151
1597,16,157,62,52,95,6,942,31,89,31,220
1598,25,125,14,13,111,11,55,46,80,73,127
1599,2,60,29,10,31,11,426,7,55,99,47
1600,9,37,36,9,1,5,494,4,55,25,71
1601,13,244,231,222,13,10,1181,81,13,35,102
1602,29,183,7,2,176,11,354,45,27,140,56
1603,4,64,26,20,38,12,337,30,82,122,28
1604,29,407,337,151,70,9,308,86,76,108,73
1605,8,459,154,4,305,10,840,56,4,94,130
1606,18,257,179,43,78,5,490,85,14,140,69
1607,28,429,32,22,397,3,286,96,6,150,81
1608,20,196,141,87,55,0,347,29,59,113,13
1609,0,309,48,28,261,11,504,48,61,10,124
1610,26,427,399,310,28,6,543,22,11,147,57
1611,13,21,4,0,17,3,367,70,7,104,38
1612,1,448,446,88,2,2,40,92,78,98,105
1613,4,201,168,139,33,12,1169,72,29,74,14
1614,21,25,3,1,22,12,486,39,81,46,84
1615,6,227,221,80,6,11,778,29,44,9,101
1616,14,350,32,22,318,6,933,2,54,139,52
1617,2,322,259,227,63,4,462,69,95,45,20
1618,18,36,7,7,29,2,991,79,91,72,32
1619,17,81,78,0,3,3,300,73,17,109,28
1620,5,346,53,37,293,6,550,93,97,6,165
1621,3,409,191,167,218,1,1159,49,69,7,229
1622,28,433,343,174,90,5,75,24,47,101,128
1623,29,122,5,1,117,8,572,36,95,9,196
1624,14,468,81,23,387,0,913,13,100,34,128
1625,25,448,140,4,308,8,150,3,64,124,122
1626,6,480,9,5,471,8,740,57,50,75,16
1627,9,446,296,126,150,6,962,57,40,72,90
1628,7,85,23,0,62,10,757,56,69,113,40
1629,11,255,17,4,238,0,501,50,54,11,85
1630,19,234,4,3,230,1,965,0,77,39,200
1631,15,250,166,110,84,3,357,65,64,140,59
1632,12,447,292,161,155,2,282,81,2,1,72
1633,26,258,82,23,176,5,0,78,4,62,118
1634,4,172,26,12,146,10,269,25,74,104,33
1635,4,209,146,139,63,9,1003,52,67,39,91
1636,15,303,263,190,40,9,678,3,15,91,78
1637,2,102,76,63,26,12,61,87,64,95,100
1638,7,229,203,165,26,7,976,27,40,69,64
1639,17,205,21,15,184,10,624,42,20,16,1
1640,2,248,195,40,53,11,655,91,93,140,62
1641,7,0,0,0,0,12,794,100,30,42,207
1642,13,402,8,4,394,5,560,62,18,41,74
1643,24,422,280,22,142,7,679,85,64,83,105
1644,15,16,3,1,13,6,580,13,32,79,1
1645,24,415,242,189,173,4,480,29,52,39,212
1646,23,67,31,23,36,10,386,20,18,111,52
1647,12,412,129,43,283,2,824,10,13,74,1
1648,12,397,107,82,290,4,187,16,15,132,78
1649,7,397,251,65,146,8,30,42,83,18,18
1650,23,209,149,32,60,11,937,90,88,73,120
1651,9,95,8,1,87,11,90,100,63,30,82
1652,2,272,212,104,60,6,769,33,80,73,165
1653,17,490,408,340,82,0,988,79,63,71,68
1654,20,371,54,49,317,9,320,36,53,146,41
1655,11,192,54,15,138,8,264,69,73,102,129
1656,0,334,65,24,269,1,308,40,50,74,66
1657,23,199,93,22,106,0,755,59,8,22,183
1658,10,378,33,13,345,5,649,63,22,118,53
1659,7,330,259,51,71,12,173,35,99,58,4
1660,22,486,69,33,417,1,723,33,79,32,2
1661,28,69,67,34,2,0,1094,13,79,134,12
1662,17,146,104,91,42,5,118,85,9,146,77
1663,20,15,9,9,6,10,131,80,18,18,68
1664,8,231,181,103,50,11,908,46,30,129,84
1665,27,391,164,1,227,10,238,100,20,15,122
1666,23,272,78,73,194,1,1008,68,35,143,16
1667,3,328,132,94,196,10,594,50,24,58,28
1668,9,394,70,50,324,5,176,83,15,132,106
1669,14,497,375,5,122,7,887,66,9,46,167
1670,29,27,10,0,17,11,829,43,53,31,85
1671,23,3,1,1,2,4,385,2,88,132,128
1672,10,474,327,315,147,12,550,60,26,25,46
1673,27,8,6,4,2,8,621,58,76,25,92
1674,16,422,297,293,125,3,416,72,68,137,30
1675,14,196,128,72,68,8,1046,48,34,92,22
1676,10,170,115,3,55,4,278,20,9,2,225
1677,29,236,26,0,210,6,811,87,38,82,86
1678,5,79,2,1,77,3,738,18,73,130,90
1679,12,407,196,67,211,1,1140,74,46,10,192
1680,21,188,76,27,112,10,568,32,11,74,138
1681,12,219,93,93,126,5,1100,59,97,29,64
1682,25,367,30,6,337,5,142,21,32,0,29
1683,0,60,46,25,14,4,697,65,60,79,176
1684,27,355,203,63,152,8,815,69,10,90,36
1685,0,189,72,72,117,3,851,3,79,148,110
1686,2,459,26,21,433,3,317,88,79,129,25
1687,1,396,279,121,117,7,455,47,45,39,154
1688,18,282,240,166,42,0,205,5,33,116,97
1689,28,385,232,28,153,12,1174,66,85,123,82
1690,2,373,179,106,194,12,557,99,69,129,104
1691,21,144,47,38,97,1,478,1,36,49,161
1692,24,406,236,178,170,11,636,92,3,148,67
