
input orientation, VRS
DMU,Category,Original,Target,Radial,Non-radial
,EOY(points),4.000000,81.591133,0.000000,77.591133
,DeadlinesMet,21.000000,275.046282,0.000000,254.046282
,TaskAssigned,325.000000,325.000002,0.000000,0.000002
,EOM points (agg),495.000000,935.964973,0.000000,440.964973
,Manager Score,72.000000,72.000001,0.000000,0.000001
,TaskCompleted,293.000000,320.258124,0.000000,27.258124
124.000000,Holidays Taken,34.000000,7.633101,-26.366899,-0.000000
0.224503,DeadlinesMissed,23.000000,5.163569,-17.836431,-0.000000
,Experience(yrs),14.000000,14.000000,0.000000,0.000000
,number of EOM,2.000000,2.000000,0.000000,0.000000
,EOY(points),36.000000,41.915242,0.000000,5.915242
,DeadlinesMet,92.000000,291.512443,0.000000,199.512443
,TaskAssigned,329.000000,328.999999,0.000000,-0.000001
,EOM points (agg),767.000000,819.645924,0.000000,52.645924
,Manager Score,33.000000,44.810081,0.000000,11.810081
,TaskCompleted,306.000000,323.836430,0.000000,17.836430
125.000000,Holidays Taken,80.000000,4.626863,-75.373137,-0.000000
0.057836,DeadlinesMissed,301.000000,17.408572,-283.591428,-0.000000
,Experience(yrs),26.000000,26.000000,0.000000,0.000000
,number of EOM,3.000000,5.624589,0.000000,2.624589
,EOY(points),54.000000,69.468265,0.000000,15.468265
,DeadlinesMet,12.000000,226.508270,0.000000,214.508270
,TaskAssigned,353.000000,352.999999,0.000000,-0.000001
,EOM points (agg),590.000000,994.413451,0.000000,404.413451
,Manager Score,88.000000,88.000000,0.000000,0.000000
,TaskCompleted,52.000000,335.591428,0.000000,283.591428
126.000000,Holidays Taken,83.000000,8.638860,-74.361140,-0.000000
0.104083,DeadlinesMissed,64.000000,6.661289,-57.338710,-0.000000
,Experience(yrs),5.000000,31.805104,0.000000,26.805104
,number of EOM,12.000000,12.000000,0.000000,0.000000
,EOY(points),89.000000,89.000000,0.000000,-0.000000
,DeadlinesMet,35.000000,111.589216,0.000000,76.589216
,TaskAssigned,167.000000,167.000000,0.000000,0.000000
,EOM points (agg),999.000000,998.999993,0.000000,-0.000007
,Manager Score,17.000000,105.555468,0.000000,88.555468
,TaskCompleted,103.000000,160.338711,0.000000,57.338711
127.000000,Holidays Taken,12.000000,1.402801,-10.597199,-0.000000
0.116900,DeadlinesMissed,244.000000,28.523626,-215.476373,-0.000001
,Experience(yrs),29.000000,29.000000,0.000000,-0.000000
,number of EOM,12.000000,12.000000,0.000000,-0.000000
,EOY(points),35.000000,162.179531,0.000000,127.179531
,DeadlinesMet,16.000000,183.599858,0.000000,167.599858
,TaskAssigned,376.000000,375.999997,0.000000,-0.000003
,EOM points (agg),64.000000,3468.354102,0.000000,3404.354102
,Manager Score,66.000000,213.884581,0.000000,147.884581
,TaskCompleted,132.000000,347.476371,0.000000,215.476371
128.000000,Holidays Taken,131.000000,6.176761,-124.823239,0.000000
0.047151,DeadlinesMissed,310.000000,14.616763,-295.383237,-0.000000
,Experience(yrs),3.000000,16.367239,0.000000,13.367239
,number of EOM,1.000000,4.477563,0.000000,3.477563
,EOY(points),31.000000,84.458370,0.000000,53.458370
,DeadlinesMet,90.000000,334.255913,0.000000,244.255913
,TaskAssigned,434.000000,433.999999,0.000000,-0.000001
,EOM points (agg),274.000000,2172.135910,0.000000,1898.135910
,Manager Score,57.000000,106.331060,0.000000,49.331060
,TaskCompleted,124.000000,419.383236,0.000000,295.383236
129.000000,Holidays Taken,51.000000,6.091667,-44.908333,-0.000000
0.119444,DeadlinesMissed,148.000000,17.677779,-130.322220,-0.000001
,Experience(yrs),6.000000,23.038266,0.000000,17.038266
,number of EOM,10.000000,10.000000,0.000000,-0.000000
,EOY(points),85.000000,114.727923,0.000000,29.727923
,DeadlinesMet,7.000000,279.023356,0.000000,272.023356
,TaskAssigned,406.000000,405.999997,0.000000,-0.000003
,EOM points (agg),290.000000,2576.216715,0.000000,2286.216715
,Manager Score,49.000000,136.735253,0.000000,87.735253
,TaskCompleted,258.000000,388.322218,0.000000,130.322218
130.000000,Holidays Taken,91.000000,6.970138,-84.029862,0.000000
0.076595,DeadlinesMissed,212.000000,16.238123,-195.761877,0.000000
,Experience(yrs),18.000000,19.342107,0.000000,1.342107
,number of EOM,6.000000,6.000000,0.000000,0.000000
,EOY(points),41.000000,96.996172,0.000000,55.996172
,DeadlinesMet,16.000000,358.597222,0.000000,342.597222
,TaskAssigned,471.000000,471.000002,0.000000,0.000002
,EOM points (agg),436.000000,2402.588700,0.000000,1966.588700
,Manager Score,3.000000,119.579724,0.000000,116.579724
,TaskCompleted,259.000000,454.761879,0.000000,195.761879
131.000000,Holidays Taken,87.000000,3.840186,-83.159814,0.000000
0.044140,DeadlinesMissed,253.000000,11.167439,-241.832561,0.000000
,Experience(yrs),14.000000,14.000000,0.000000,0.000000
,number of EOM,4.000000,4.000000,0.000000,0.000000
,EOY(points),35.000000,64.245280,0.000000,29.245280
,DeadlinesMet,16.000000,204.305888,0.000000,188.305888
,TaskAssigned,280.000000,280.000001,0.000000,0.000001
,EOM points (agg),898.000000,1382.028816,0.000000,484.028816
,Manager Score,38.000000,79.899679,0.000000,41.899679
,TaskCompleted,27.000000,268.832563,0.000000,241.832563
132.000000,Holidays Taken,104.000000,5.574859,-98.425141,-0.000000
0.053604,DeadlinesMissed,189.000000,10.131235,-178.868765,-0.000000
,Experience(yrs),6.000000,12.549742,0.000000,6.549742
,number of EOM,2.000000,2.855664,0.000000,0.855664
,EOY(points),1.000000,61.228539,0.000000,60.228539
,DeadlinesMet,108.000000,280.280791,0.000000,172.280791
,TaskAssigned,349.000000,348.999998,0.000000,-0.000002
,EOM points (agg),902.000000,1536.094810,0.000000,634.094810
,Manager Score,74.000000,74.000000,0.000000,-0.000000
,TaskCompleted,160.000000,338.868763,0.000000,178.868763
133.000000,Holidays Taken,75.000000,4.590553,-70.409447,-0.000000
0.061207,DeadlinesMissed,183.000000,11.200950,-171.799050,0.000000
,Experience(yrs),5.000000,18.076231,0.000000,13.076231
,number of EOM,9.000000,9.000000,0.000000,0.000000
,EOY(points),56.000000,81.306245,0.000000,25.306245
,DeadlinesMet,21.000000,160.215241,0.000000,139.215241
,TaskAssigned,245.000000,245.000001,0.000000,0.000001
,EOM points (agg),189.000000,1606.037787,0.000000,1417.037787
,Manager Score,22.000000,90.017990,0.000000,68.017990
,TaskCompleted,62.000000,233.799051,0.000000,171.799051
134.000000,Holidays Taken,102.000000,9.957019,-92.042982,0.000000
0.097618,DeadlinesMissed,43.000000,4.197567,-38.802433,0.000000
,Experience(yrs),20.000000,21.466008,0.000000,1.466008
,number of EOM,7.000000,7.000000,0.000000,0.000000
,EOY(points),79.000000,79.000000,0.000000,0.000000
,DeadlinesMet,230.000000,252.320685,0.000000,22.320685
,TaskAssigned,290.000000,290.000002,0.000000,0.000002
,EOM points (agg),977.000000,977.000002,0.000000,0.000002
,Manager Score,45.000000,61.596408,0.000000,16.596408
,TaskCompleted,247.000000,285.802436,0.000000,38.802436
135.000000,Holidays Taken,54.000000,6.328108,-47.671892,-0.000000
0.117187,DeadlinesMissed,5.000000,0.585936,-4.414064,0.000000
,Experience(yrs),17.000000,24.485610,0.000000,7.485610
,number of EOM,2.000000,6.132796,0.000000,4.132796
,EOY(points),44.000000,81.913837,0.000000,37.913837
,DeadlinesMet,0.000000,10.221326,0.000000,10.221326
,TaskAssigned,5.000000,20.201767,0.000000,15.201767
,EOM points (agg),961.000000,960.999965,0.000000,-0.000035
,Manager Score,90.000000,98.945040,0.000000,8.945040
,TaskCompleted,0.000000,19.615831,0.000000,19.615831
136.000000,Holidays Taken,63.000000,6.617307,-56.382694,0.000000
0.105037,DeadlinesMissed,32.000000,3.361172,-28.638828,0.000000
,Experience(yrs),8.000000,21.686132,0.000000,13.686132
,number of EOM,9.000000,9.000000,0.000000,0.000000
,EOY(points),24.000000,41.269643,0.000000,17.269643
,DeadlinesMet,34.000000,46.003852,0.000000,12.003852
,TaskAssigned,68.000000,68.000000,0.000000,0.000000
,EOM points (agg),479.000000,479.000008,0.000000,0.000008
,Manager Score,16.000000,71.937915,0.000000,55.937915
,TaskCompleted,36.000000,64.638829,0.000000,28.638829
137.000000,Holidays Taken,99.000000,7.147669,-91.852331,0.000000
0.072199,DeadlinesMissed,93.000000,6.714477,-86.285523,0.000000
,Experience(yrs),22.000000,22.000000,0.000000,0.000000
,number of EOM,8.000000,8.000000,0.000000,0.000000
,EOY(points),32.000000,64.011390,0.000000,32.011390
,DeadlinesMet,4.000000,187.158809,0.000000,183.158809
,TaskAssigned,242.000000,242.000002,0.000000,0.000002
,EOM points (agg),665.000000,665.000003,0.000000,0.000003
,Manager Score,45.000000,60.130131,0.000000,15.130131
,TaskCompleted,149.000000,235.285524,0.000000,86.285524
138.000000,Holidays Taken,93.000000,4.450464,-88.549536,0.000000
0.047854,DeadlinesMissed,283.000000,13.542810,-269.457191,0.000000
,Experience(yrs),16.000000,16.000000,0.000000,-0.000000
,number of EOM,6.000000,6.000000,0.000000,-0.000000
,EOY(points),66.000000,82.536322,0.000000,16.536322
,DeadlinesMet,23.000000,231.474687,0.000000,208.474687
,TaskAssigned,326.000000,326.000002,0.000000,0.000002
,EOM points (agg),404.000000,1950.424011,0.000000,1546.424011
,Manager Score,93.000000,101.989612,0.000000,8.989612
,TaskCompleted,43.000000,312.457192,0.000000,269.457192
139.000000,Holidays Taken,106.000000,7.207750,-98.792250,-0.000000
0.067998,DeadlinesMissed,152.000000,10.335641,-141.664359,-0.000000
,Experience(yrs),23.000000,23.000000,0.000000,0.000000
,number of EOM,7.000000,7.000000,0.000000,0.000000
,EOY(points),66.000000,84.881106,0.000000,18.881106
,DeadlinesMet,141.000000,238.070994,0.000000,97.070994
,TaskAssigned,314.000000,314.000002,0.000000,0.000002
,EOM points (agg),1118.000000,1501.725588,0.000000,383.725588
,Manager Score,99.000000,99.000000,0.000000,-0.000000
,TaskCompleted,162.000000,303.664361,0.000000,141.664361
140.000000,Holidays Taken,117.000000,5.587947,-111.412053,-0.000000
0.047760,DeadlinesMissed,91.000000,4.346181,-86.653819,0.000000
,Experience(yrs),7.000000,11.820904,0.000000,4.820904
,number of EOM,3.000000,3.000000,0.000000,-0.000000
,EOY(points),13.000000,38.742757,0.000000,25.742757
,DeadlinesMet,87.000000,195.572143,0.000000,108.572143
,TaskAssigned,229.000000,229.000002,0.000000,0.000002
,EOM points (agg),12.000000,735.149642,0.000000,723.149642
,Manager Score,41.000000,41.000000,0.000000,0.000000
,TaskCompleted,138.000000,224.653821,0.000000,86.653821
141.000000,Holidays Taken,92.000000,4.746937,-87.253063,-0.000000
0.051597,DeadlinesMissed,110.000000,5.675686,-104.324314,-0.000000
,Experience(yrs),8.000000,18.785421,0.000000,10.785421
,number of EOM,7.000000,7.000000,0.000000,-0.000000
,EOY(points),47.000000,69.203591,0.000000,22.203591
,DeadlinesMet,3.000000,81.458221,0.000000,78.458221
,TaskAssigned,128.000000,128.000000,0.000000,0.000000
,EOM points (agg),959.000000,1132.128944,0.000000,173.128944
,Manager Score,82.000000,82.000000,0.000000,0.000000
,TaskCompleted,18.000000,122.324315,0.000000,104.324315
142.000000,Holidays Taken,112.000000,8.051300,-103.948700,0.000000
0.071887,DeadlinesMissed,38.000000,2.731691,-35.268309,0.000000
,Experience(yrs),12.000000,19.269874,0.000000,7.269874
,number of EOM,6.000000,6.000000,0.000000,0.000000
,EOY(points),48.000000,52.323070,0.000000,4.323070
,DeadlinesMet,93.000000,191.576696,0.000000,98.576696
,TaskAssigned,220.000000,220.000003,0.000000,0.000003
,EOM points (agg),330.000000,642.646182,0.000000,312.646182
,Manager Score,50.000000,50.000000,0.000000,0.000000
,TaskCompleted,182.000000,217.268312,0.000000,35.268312
143.000000,Holidays Taken,68.000000,6.149006,-61.850994,0.000000
0.090427,DeadlinesMissed,210.000000,18.989576,-191.010424,-0.000000
,Experience(yrs),21.000000,21.539013,0.000000,0.539013
,number of EOM,8.000000,8.000000,0.000000,-0.000000
,EOY(points),1.000000,114.679747,0.000000,113.679747
,DeadlinesMet,223.000000,329.907936,0.000000,106.907936
,TaskAssigned,462.000000,461.999999,0.000000,-0.000001
,EOM points (agg),97.000000,2795.209451,0.000000,2698.209451
,Manager Score,3.000000,143.087932,0.000000,140.087932
,TaskCompleted,252.000000,443.010423,0.000000,191.010423
144.000000,Holidays Taken,47.000000,6.655726,-40.344275,0.000000
0.141611,DeadlinesMissed,20.000000,2.832224,-17.167776,0.000000
,Experience(yrs),16.000000,22.390458,0.000000,6.390458
,number of EOM,7.000000,7.000000,0.000000,-0.000000
,EOY(points),89.000000,89.000000,0.000000,-0.000000
,DeadlinesMet,23.000000,69.886472,0.000000,46.886472
,TaskAssigned,93.000000,93.000000,0.000000,0.000000
,EOM points (agg),492.000000,1085.425348,0.000000,593.425348
,Manager Score,32.000000,90.396281,0.000000,58.396281
,TaskCompleted,73.000000,90.167777,0.000000,17.167777
145.000000,Holidays Taken,142.000000,8.928995,-133.071005,0.000000
0.062880,DeadlinesMissed,25.000000,1.572006,-23.427994,-0.000000
,Experience(yrs),5.000000,22.872288,0.000000,17.872288
,number of EOM,7.000000,7.509040,0.000000,0.509040
,EOY(points),86.000000,86.000000,0.000000,0.000000
,DeadlinesMet,77.000000,77.000000,0.000000,0.000000
,TaskAssigned,135.000000,135.000001,0.000000,0.000001
,EOM points (agg),179.000000,823.295532,0.000000,644.295532
,Manager Score,88.000000,88.000000,0.000000,0.000000
,TaskCompleted,110.000000,133.427995,0.000000,23.427995
146.000000,Holidays Taken,9.000000,2.368342,-6.631658,0.000000
0.263149,DeadlinesMissed,97.000000,25.525464,-71.474535,-0.000000
,Experience(yrs),6.000000,19.946115,0.000000,13.946115
,number of EOM,2.000000,6.402343,0.000000,4.402343
,EOY(points),2.000000,135.498426,0.000000,133.498426
,DeadlinesMet,277.000000,277.000002,0.000000,0.000002
,TaskAssigned,416.000000,416.000001,0.000000,0.000001
,EOM points (agg),377.000000,3020.179654,0.000000,2643.179654
,Manager Score,90.000000,159.492338,0.000000,69.492338
,TaskCompleted,319.000000,390.474536,0.000000,71.474536
147.000000,Holidays Taken,72.000000,4.697330,-67.302670,-0.000000
0.065241,DeadlinesMissed,97.000000,6.328347,-90.671653,-0.000000
,Experience(yrs),8.000000,10.190016,0.000000,2.190016
,number of EOM,2.000000,2.000000,0.000000,-0.000000
,EOY(points),58.000000,58.000000,0.000000,-0.000000
,DeadlinesMet,39.000000,193.774085,0.000000,154.774085
,TaskAssigned,233.000000,232.999999,0.000000,-0.000001
,EOM points (agg),259.000000,1155.262813,0.000000,896.262813
,Manager Score,50.000000,59.517660,0.000000,9.517660
,TaskCompleted,136.000000,226.671652,0.000000,90.671652
148.000000,Holidays Taken,68.000000,9.790960,-58.209040,-0.000000
0.143985,DeadlinesMissed,20.000000,2.879694,-17.120306,-0.000000
,Experience(yrs),16.000000,33.287264,0.000000,17.287264
,number of EOM,12.000000,12.000000,0.000000,-0.000000
,EOY(points),64.000000,72.657640,0.000000,8.657640
,DeadlinesMet,47.000000,50.423246,0.000000,3.423246
,TaskAssigned,74.000000,74.000001,0.000000,0.000001
,EOM points (agg),779.000000,778.999998,0.000000,-0.000002
,Manager Score,38.000000,111.055930,0.000000,73.055930
,TaskCompleted,54.000000,71.120307,0.000000,17.120307
149.000000,Holidays Taken,109.000000,8.572521,-100.427479,-0.000000
0.078647,DeadlinesMissed,6.000000,0.471882,-5.528118,-0.000000
,Experience(yrs),11.000000,29.246374,0.000000,18.246374
,number of EOM,9.000000,9.000000,0.000000,-0.000000
,EOY(points),40.000000,77.817722,0.000000,37.817722
,DeadlinesMet,0.000000,52.459473,0.000000,52.459473
,TaskAssigned,12.000000,68.250071,0.000000,56.250071
,EOM points (agg),29.000000,768.100892,0.000000,739.100892
,Manager Score,93.000000,92.999999,0.000000,-0.000001
,TaskCompleted,6.000000,67.778189,0.000000,61.778189
150.000000,Holidays Taken,55.000000,7.477721,-47.522279,-0.000000
0.135959,DeadlinesMissed,68.000000,9.245182,-58.754818,-0.000000
,Experience(yrs),17.000000,23.953000,0.000000,6.953000
,number of EOM,12.000000,12.000000,0.000000,0.000000
,EOY(points),30.000000,69.118180,0.000000,39.118180
,DeadlinesMet,65.000000,155.601121,0.000000,90.601121
,TaskAssigned,224.000000,224.000000,0.000000,0.000000
,EOM points (agg),1135.000000,1135.000003,0.000000,0.000003
,Manager Score,77.000000,86.851829,0.000000,9.851829
,TaskCompleted,156.000000,214.754819,0.000000,58.754819
151.000000,Holidays Taken,92.000000,10.588461,-81.411539,0.000000
0.115092,DeadlinesMissed,119.000000,13.695945,-105.304056,0.000000
,Experience(yrs),4.000000,26.255888,0.000000,22.255888
,number of EOM,10.000000,10.000000,0.000000,0.000000
,EOY(points),26.000000,100.631943,0.000000,74.631943
,DeadlinesMet,153.000000,394.755236,0.000000,241.755236
,TaskAssigned,499.000000,499.000002,0.000000,0.000002
,EOM points (agg),601.000000,1984.737197,0.000000,1383.737197
,Manager Score,72.000000,104.175711,0.000000,32.175711
,TaskCompleted,380.000000,485.304058,0.000000,105.304058
152.000000,Holidays Taken,84.000000,9.732789,-74.267211,-0.000000
0.115867,DeadlinesMissed,3.000000,0.347600,-2.652400,0.000000
,Experience(yrs),27.000000,27.000000,0.000000,-0.000000
,number of EOM,6.000000,9.781578,0.000000,3.781578
,EOY(points),15.000000,60.013022,0.000000,45.013022
,DeadlinesMet,13.000000,95.187256,0.000000,82.187256
,TaskAssigned,141.000000,141.000000,0.000000,0.000000
,EOM points (agg),163.000000,599.678268,0.000000,436.678268
,Manager Score,48.000000,60.537546,0.000000,12.537546
,TaskCompleted,138.000000,140.652401,0.000000,2.652401
153.000000,Holidays Taken,115.000000,7.255572,-107.744429,0.000000
0.063092,DeadlinesMissed,224.000000,14.132591,-209.867409,-0.000000
,Experience(yrs),9.000000,20.906547,0.000000,11.906547
,number of EOM,8.000000,8.000000,0.000000,-0.000000
,EOY(points),93.000000,93.763897,0.000000,0.763897
,DeadlinesMet,92.000000,310.476734,0.000000,218.476734
,TaskAssigned,413.000000,412.999999,0.000000,-0.000001
,EOM points (agg),611.000000,2064.527284,0.000000,1453.527284
,Manager Score,64.000000,107.223613,0.000000,43.223613
,TaskCompleted,189.000000,398.867407,0.000000,209.867407
154.000000,Holidays Taken,77.000000,5.894679,-71.105321,0.000000
0.076554,DeadlinesMissed,97.000000,7.425764,-89.574236,0.000000
,Experience(yrs),14.000000,19.007611,0.000000,5.007611
,number of EOM,9.000000,9.000000,0.000000,-0.000000
,EOY(points),59.000000,69.303107,0.000000,10.303107
,DeadlinesMet,102.000000,151.244966,0.000000,49.244966
,TaskAssigned,213.000000,213.000000,0.000000,-0.000000
,EOM points (agg),402.000000,1109.526926,0.000000,707.526926
,Manager Score,69.000000,69.000000,0.000000,-0.000000
,TaskCompleted,116.000000,205.574235,0.000000,89.574235
155.000000,Holidays Taken,3.000000,0.233095,-2.766905,-0.000000
0.077698,DeadlinesMissed,374.000000,29.059121,-344.940879,0.000000
,Experience(yrs),23.000000,23.000000,0.000000,-0.000000
,number of EOM,0.000000,10.217980,0.000000,10.217980
,EOY(points),30.000000,149.777903,0.000000,119.777903
,DeadlinesMet,9.000000,183.545004,0.000000,174.545004
,TaskAssigned,384.000000,384.000000,0.000000,-0.000000
,EOM points (agg),909.000000,3922.876593,0.000000,3013.876593
,Manager Score,27.000000,209.077304,0.000000,182.077304
,TaskCompleted,10.000000,354.940878,0.000000,344.940878
156.000000,Holidays Taken,41.000000,5.617046,-35.382954,-0.000000
0.137001,DeadlinesMissed,145.000000,19.865163,-125.134836,-0.000001
,Experience(yrs),22.000000,22.000000,0.000000,-0.000000
,number of EOM,4.000000,5.814893,0.000000,1.814893
,EOY(points),95.000000,94.999998,0.000000,-0.000002
,DeadlinesMet,10.000000,329.250682,0.000000,319.250682
,TaskAssigned,470.000000,469.999994,0.000000,-0.000006
,EOM points (agg),727.000000,2364.570824,0.000000,1637.570824
,Manager Score,73.000000,125.134419,0.000000,52.134419
,TaskCompleted,325.000000,450.134831,0.000000,125.134831
157.000000,Holidays Taken,12.000000,0.916808,-11.083192,0.000000
0.076401,DeadlinesMissed,326.000000,24.906622,-301.093379,0.000000
,Experience(yrs),3.000000,19.482173,0.000000,16.482173
,number of EOM,8.000000,9.191002,0.000000,1.191002
,EOY(points),93.000000,140.432090,0.000000,47.432090
,DeadlinesMet,7.000000,191.719866,0.000000,184.719866
,TaskAssigned,360.000000,360.000004,0.000000,0.000004
,EOM points (agg),513.000000,3664.757262,0.000000,3151.757262
,Manager Score,3.000000,191.994909,0.000000,188.994909
,TaskCompleted,34.000000,335.093382,0.000000,301.093382
158.000000,Holidays Taken,87.000000,8.093106,-78.906894,-0.000000
0.093024,DeadlinesMissed,156.000000,14.511775,-141.488224,-0.000000
,Experience(yrs),23.000000,25.999191,0.000000,2.999191
,number of EOM,12.000000,12.000000,0.000000,-0.000000
,EOY(points),72.000000,108.182129,0.000000,36.182129
,DeadlinesMet,66.000000,280.739060,0.000000,214.739060
,TaskAssigned,392.000000,391.999998,0.000000,-0.000002
,EOM points (agg),812.000000,2081.717745,0.000000,1269.717745
,Manager Score,90.000000,115.251676,0.000000,25.251676
,TaskCompleted,236.000000,377.488222,0.000000,141.488222
159.000000,Holidays Taken,65.000000,5.632061,-59.367939,0.000000
0.086647,DeadlinesMissed,59.000000,5.112178,-53.887822,0.000000
,Experience(yrs),2.000000,12.768001,0.000000,10.768001
,number of EOM,0.000000,1.264436,0.000000,1.264436
,EOY(points),34.000000,83.807977,0.000000,49.807977
,DeadlinesMet,19.000000,176.038197,0.000000,157.038197
,TaskAssigned,200.000000,200.000000,0.000000,0.000000
,EOM points (agg),1045.000000,1380.526145,0.000000,335.526145
,Manager Score,81.000000,81.000000,0.000000,0.000000
,TaskCompleted,141.000000,194.887822,0.000000,53.887822
160.000000,Holidays Taken,94.000000,5.562991,-88.437009,0.000000
0.059181,DeadlinesMissed,53.000000,3.136580,-49.863420,-0.000000
,Experience(yrs),5.000000,19.001480,0.000000,14.001480
,number of EOM,7.000000,7.000000,0.000000,0.000000
,EOY(points),34.000000,57.258899,0.000000,23.258899
,DeadlinesMet,45.000000,72.301645,0.000000,27.301645
,TaskAssigned,102.000000,102.000000,0.000000,-0.000000
,EOM points (agg),137.000000,745.607704,0.000000,608.607704
,Manager Score,66.000000,66.000000,0.000000,-0.000000
,TaskCompleted,49.000000,98.863420,0.000000,49.863420
161.000000,Holidays Taken,48.000000,5.920372,-42.079628,-0.000000
0.123341,DeadlinesMissed,38.000000,4.686961,-33.313039,-0.000000
,Experience(yrs),24.000000,29.617201,0.000000,5.617201
,number of EOM,8.000000,8.000000,0.000000,-0.000000
,EOY(points),92.000000,92.000000,0.000000,-0.000000
,DeadlinesMet,7.000000,16.920521,0.000000,9.920521
,TaskAssigned,55.000000,55.000000,0.000000,-0.000000
,EOM points (agg),614.000000,892.370923,0.000000,278.370923
,Manager Score,18.000000,112.772907,0.000000,94.772907
,TaskCompleted,17.000000,50.313038,0.000000,33.313038
162.000000,Holidays Taken,106.000000,7.729526,-98.270474,0.000000
0.072920,DeadlinesMissed,66.000000,4.812724,-61.187276,0.000000
,Experience(yrs),24.000000,24.000000,0.000000,0.000000
,number of EOM,0.000000,5.820490,0.000000,5.820490
,EOY(points),61.000000,81.320190,0.000000,20.320190
,DeadlinesMet,109.000000,158.902492,0.000000,49.902492
,TaskAssigned,198.000000,198.000002,0.000000,0.000002
,EOM points (agg),1186.000000,1308.171136,0.000000,122.171136
,Manager Score,100.000000,100.000000,0.000000,0.000000
,TaskCompleted,132.000000,193.187278,0.000000,61.187278
163.000000,Holidays Taken,42.000000,3.666549,-38.333451,0.000000
0.087299,DeadlinesMissed,28.000000,2.444366,-25.555634,-0.000000
,Experience(yrs),5.000000,13.326758,0.000000,8.326758
,number of EOM,4.000000,4.000000,0.000000,0.000000
,EOY(points),20.000000,50.924057,0.000000,30.924057
,DeadlinesMet,22.000000,24.940021,0.000000,2.940021
,TaskAssigned,57.000000,57.000001,0.000000,0.000001
,EOM points (agg),823.000000,823.000002,0.000000,0.000002
,Manager Score,5.000000,60.011694,0.000000,55.011694
,TaskCompleted,29.000000,54.555635,0.000000,25.555635
164.000000,Holidays Taken,125.000000,7.368116,-117.631884,-0.000000
0.058945,DeadlinesMissed,36.000000,2.122017,-33.877983,0.000000
,Experience(yrs),22.000000,22.000000,0.000000,-0.000000
,number of EOM,9.000000,9.000000,0.000000,0.000000
,EOY(points),42.000000,45.605478,0.000000,3.605478
,DeadlinesMet,8.000000,83.586522,0.000000,75.586522
,TaskAssigned,105.000000,105.000000,0.000000,0.000000
,EOM points (agg),15.000000,305.711570,0.000000,290.711570
,Manager Score,34.000000,53.900923,0.000000,19.900923
,TaskCompleted,69.000000,102.877983,0.000000,33.877983
165.000000,Holidays Taken,47.000000,4.939036,-42.060965,0.000000
0.105086,DeadlinesMissed,173.000000,18.179854,-154.820146,0.000001
,Experience(yrs),22.000000,22.000000,0.000000,0.000000
,number of EOM,5.000000,5.000000,0.000000,0.000000
,EOY(points),61.000000,74.640137,0.000000,13.640137
,DeadlinesMet,24.000000,278.637899,0.000000,254.637899
,TaskAssigned,411.000000,411.000001,0.000000,0.000001
,EOM points (agg),22.000000,1712.069511,0.000000,1690.069511
,Manager Score,12.000000,99.448952,0.000000,87.448952
,TaskCompleted,238.000000,392.820146,0.000000,154.820146
166.000000,Holidays Taken,68.000000,13.301826,-54.698174,0.000000
0.195615,DeadlinesMissed,10.000000,1.956151,-8.043849,0.000000
,Experience(yrs),12.000000,25.525749,0.000000,13.525749
,number of EOM,1.000000,9.798339,0.000000,8.798339
,EOY(points),37.000000,37.000000,0.000000,0.000000
,DeadlinesMet,55.000000,200.639059,0.000000,145.639059
,TaskAssigned,332.000000,332.000002,0.000000,0.000002
,EOM points (agg),113.000000,764.296715,0.000000,651.296715
,Manager Score,36.000000,36.000000,0.000000,0.000000
,TaskCompleted,322.000000,330.043851,0.000000,8.043851
167.000000,Holidays Taken,101.000000,5.159847,-95.840153,-0.000000
0.051088,DeadlinesMissed,54.000000,2.758730,-51.241270,-0.000000
,Experience(yrs),16.000000,18.584020,0.000000,2.584020
,number of EOM,5.000000,5.000000,0.000000,-0.000000
,EOY(points),65.000000,79.652167,0.000000,14.652167
,DeadlinesMet,1.000000,25.103294,0.000000,24.103294
,TaskAssigned,59.000000,58.999999,0.000000,-0.000001
,EOM points (agg),1183.000000,1182.999990,0.000000,-0.000010
,Manager Score,8.000000,88.726637,0.000000,80.726637
,TaskCompleted,5.000000,56.241269,0.000000,51.241269
168.000000,Holidays Taken,66.000000,6.748393,-59.251608,0.000000
0.102248,DeadlinesMissed,89.000000,9.100105,-79.899895,0.000000
,Experience(yrs),26.000000,26.000000,0.000000,-0.000000
,number of EOM,3.000000,6.511756,0.000000,3.511756
,EOY(points),78.000000,83.580606,0.000000,5.580606
,DeadlinesMet,128.000000,180.503179,0.000000,52.503179
,TaskAssigned,246.000000,245.999998,0.000000,-0.000002
,EOM points (agg),1094.000000,1094.000001,0.000000,0.000001
,Manager Score,65.000000,100.394829,0.000000,35.394829
,TaskCompleted,157.000000,236.899893,0.000000,79.899893
169.000000,Holidays Taken,59.000000,8.552553,-50.447447,0.000000
0.144959,DeadlinesMissed,32.000000,4.638673,-27.361327,0.000000
,Experience(yrs),15.000000,26.196630,0.000000,11.196630
,number of EOM,11.000000,11.000000,0.000000,-0.000000
,EOY(points),48.000000,69.599459,0.000000,21.599459
,DeadlinesMet,75.000000,128.516639,0.000000,53.516639
,TaskAssigned,171.000000,170.999999,0.000000,-0.000001
,EOM points (agg),783.000000,821.228932,0.000000,38.228932
,Manager Score,78.000000,78.000000,0.000000,0.000000
