
input orientation, VRS
DMU,Category,Original,Target,Radial,Non-radial
0.464456,DeadlinesMissed,9.000000,4.180107,-4.819893,-0.000000
,Manager Score,30.000000,103.827247,0.000000,73.827247
,Experience(yrs),0.000000,28.178075,0.000000,28.178075
,EOY(points),93.000000,93.000000,0.000000,-0.000000
,TaskAssigned,19.000000,113.087595,0.000000,94.087595
,DeadlinesMet,4.000000,32.913538,0.000000,28.913538
,EOM points (agg),1003.000000,1002.999997,0.000000,-0.000003
,TaskCompleted,10.000000,108.907488,0.000000,98.907488
,number of EOM,4.000000,12.730188,0.000000,8.730188
15.000000,Holidays Taken,111.000000,6.726209,-104.273791,0.000000
0.060596,DeadlinesMissed,55.000000,3.332806,-51.667194,0.000000
,Manager Score,35.000000,70.881222,0.000000,35.881222
,Experience(yrs),2.000000,25.113586,0.000000,23.113586
,EOY(points),50.000000,70.932585,0.000000,20.932585
,TaskAssigned,181.000000,215.849505,0.000000,34.849505
,DeadlinesMet,93.000000,201.315946,0.000000,108.315946
,EOM points (agg),183.000000,183.000000,0.000000,0.000000
,TaskCompleted,126.000000,212.516699,0.000000,86.516699
,number of EOM,9.000000,9.000000,0.000000,0.000000
16.000000,Holidays Taken,73.000000,11.645270,-61.354730,-0.000000
0.159524,DeadlinesMissed,284.000000,45.304885,-238.695113,-0.000002
,Manager Score,70.000000,134.227366,0.000000,64.227366
,Experience(yrs),25.000000,39.889210,0.000000,14.889210
,EOY(points),33.000000,117.083202,0.000000,84.083202
,TaskAssigned,294.000000,336.224173,0.000000,42.224173
,DeadlinesMet,286.000000,285.999999,0.000000,-0.000001
,EOM points (agg),959.000000,958.999996,0.000000,-0.000004
,TaskCompleted,10.000000,290.919287,0.000000,280.919287
,number of EOM,8.000000,12.740477,0.000000,4.740477
17.000000,Holidays Taken,13.000000,11.369442,-1.630559,0.000000
0.874572,DeadlinesMissed,9.000000,7.871152,-1.128848,0.000000
,Manager Score,88.000000,100.364476,0.000000,12.364476
,Experience(yrs),14.000000,32.307851,0.000000,18.307851
,EOY(points),82.000000,82.000000,0.000000,0.000000
,TaskAssigned,48.000000,92.544272,0.000000,44.544272
,DeadlinesMet,47.000000,85.726998,0.000000,38.726998
,EOM points (agg),963.000000,963.000001,0.000000,0.000001
,TaskCompleted,39.000000,84.673120,0.000000,45.673120
,number of EOM,1.000000,13.275947,0.000000,12.275947
18.000000,Holidays Taken,85.000000,24.182828,-60.817172,-0.000000
0.284504,DeadlinesMissed,8.000000,2.276031,-5.723969,-0.000000
,Manager Score,66.000000,65.999999,0.000000,-0.000001
,Experience(yrs),0.000000,21.570488,0.000000,21.570488
,EOY(points),4.000000,42.022784,0.000000,38.022784
,TaskAssigned,9.000000,131.253802,0.000000,122.253802
,DeadlinesMet,2.000000,84.419845,0.000000,82.419845
,EOM points (agg),568.000000,567.999994,0.000000,-0.000006
,TaskCompleted,1.000000,128.977771,0.000000,127.977771
,number of EOM,5.000000,6.863022,0.000000,1.863022
19.000000,Holidays Taken,90.000000,13.740043,-76.259957,-0.000000
0.152667,DeadlinesMissed,36.000000,5.496017,-30.503983,-0.000000
,Manager Score,24.000000,96.637475,0.000000,72.637475
,Experience(yrs),12.000000,33.325462,0.000000,21.325462
,EOY(points),55.000000,77.331938,0.000000,22.331938
,TaskAssigned,205.000000,204.999999,0.000000,-0.000001
,DeadlinesMet,99.000000,182.729238,0.000000,83.729238
,EOM points (agg),624.000000,624.000004,0.000000,0.000004
,TaskCompleted,169.000000,199.503982,0.000000,30.503982
,number of EOM,4.000000,11.630202,0.000000,7.630202
20.000000,Holidays Taken,61.000000,7.458675,-53.541324,-0.000000
0.122273,DeadlinesMissed,61.000000,7.458675,-53.541324,-0.000000
,Manager Score,55.000000,86.054564,0.000000,31.054564
,Experience(yrs),8.000000,30.573010,0.000000,22.573010
,EOY(points),5.000000,84.459061,0.000000,79.459061
,TaskAssigned,230.000000,243.448128,0.000000,13.448128
,DeadlinesMet,18.000000,223.316041,0.000000,205.316041
,EOM points (agg),290.000000,290.000003,0.000000,0.000003
,TaskCompleted,169.000000,235.989453,0.000000,66.989453
,number of EOM,11.000000,11.000000,0.000000,0.000000
21.000000,Holidays Taken,12.000000,4.211409,-7.788591,-0.000000
0.350951,DeadlinesMissed,293.000000,102.828560,-190.171439,-0.000001
,Manager Score,20.000000,84.622148,0.000000,64.622148
,Experience(yrs),20.000000,39.374069,0.000000,19.374069
,EOY(points),63.000000,97.052535,0.000000,34.052535
,TaskAssigned,325.000000,325.000001,0.000000,0.000001
,DeadlinesMet,119.000000,156.686426,0.000000,37.686426
,EOM points (agg),641.000000,641.000003,0.000000,0.000003
,TaskCompleted,32.000000,222.171441,0.000000,190.171441
,number of EOM,11.000000,11.024955,0.000000,0.024955
22.000000,Holidays Taken,106.000000,8.069947,-97.930053,0.000000
0.076132,DeadlinesMissed,83.000000,6.318921,-76.681079,0.000000
,Manager Score,99.000000,99.000003,0.000000,0.000003
,Experience(yrs),19.000000,35.173452,0.000000,16.173452
,EOY(points),16.000000,101.623694,0.000000,85.623694
,TaskAssigned,100.000000,337.479555,0.000000,237.479555
,DeadlinesMet,72.000000,314.453803,0.000000,242.453803
,EOM points (agg),134.000000,134.000004,0.000000,0.000004
,TaskCompleted,17.000000,331.160634,0.000000,314.160634
,number of EOM,3.000000,12.065781,0.000000,9.065781
23.000000,Holidays Taken,84.000000,9.091090,-74.908910,-0.000000
0.108227,DeadlinesMissed,90.000000,9.740453,-80.259547,-0.000000
,Manager Score,21.000000,93.963782,0.000000,72.963782
,Experience(yrs),20.000000,31.303523,0.000000,11.303523
,EOY(points),83.000000,83.000000,0.000000,-0.000000
,TaskAssigned,121.000000,160.225947,0.000000,39.225947
,DeadlinesMet,91.000000,149.753882,0.000000,58.753882
,EOM points (agg),667.000000,666.999999,0.000000,-0.000001
,TaskCompleted,31.000000,150.485494,0.000000,119.485494
,number of EOM,5.000000,11.930800,0.000000,6.930800
24.000000,Holidays Taken,97.000000,42.129658,-54.870342,-0.000000
0.434326,DeadlinesMissed,3.000000,1.302979,-1.697021,0.000000
,Manager Score,89.000000,89.000000,0.000000,0.000000
,Experience(yrs),3.000000,25.011027,0.000000,22.011027
,EOY(points),21.000000,106.257092,0.000000,85.257092
,TaskAssigned,42.000000,209.826057,0.000000,167.826057
,DeadlinesMet,33.000000,123.982660,0.000000,90.982660
,EOM points (agg),243.000000,442.040640,0.000000,199.040640
,TaskCompleted,39.000000,208.523078,0.000000,169.523078
,number of EOM,12.000000,12.000000,0.000000,0.000000
25.000000,Holidays Taken,80.000000,35.380649,-44.619351,0.000000
0.442258,DeadlinesMissed,10.000000,4.422581,-5.577419,0.000000
,Manager Score,92.000000,92.000000,0.000000,0.000000
,Experience(yrs),26.000000,29.822486,0.000000,3.822486
,EOY(points),43.000000,43.000000,0.000000,-0.000000
,TaskAssigned,48.000000,99.329534,0.000000,51.329534
,DeadlinesMet,23.000000,39.154026,0.000000,16.154026
,EOM points (agg),1127.000000,1127.000001,0.000000,0.000001
,TaskCompleted,38.000000,94.906952,0.000000,56.906952
,number of EOM,0.000000,9.402621,0.000000,9.402621
26.000000,Holidays Taken,45.000000,10.170547,-34.829453,-0.000000
0.226012,DeadlinesMissed,91.000000,20.567106,-70.432894,-0.000000
,Manager Score,4.000000,99.150355,0.000000,95.150355
,Experience(yrs),15.000000,29.394094,0.000000,14.394094
,EOY(points),59.000000,77.616128,0.000000,18.616128
,TaskAssigned,116.000000,127.303009,0.000000,11.303009
,DeadlinesMet,106.000000,106.000000,0.000000,-0.000000
,EOM points (agg),1008.000000,1007.999994,0.000000,-0.000006
,TaskCompleted,25.000000,106.735903,0.000000,81.735903
,number of EOM,3.000000,11.239125,0.000000,8.239125
27.000000,Holidays Taken,12.000000,4.042880,-7.957120,0.000000
0.336907,DeadlinesMissed,226.000000,76.140898,-149.859102,-0.000000
,Manager Score,72.000000,78.435068,0.000000,6.435068
,Experience(yrs),24.000000,32.959268,0.000000,8.959268
,EOY(points),34.000000,87.535581,0.000000,53.535581
,TaskAssigned,266.000000,266.000002,0.000000,0.000002
,DeadlinesMet,174.000000,174.000002,0.000000,0.000002
,EOM points (agg),488.000000,488.000002,0.000000,0.000002
,TaskCompleted,40.000000,189.859104,0.000000,149.859104
,number of EOM,9.000000,9.000000,0.000000,0.000000
28.000000,Holidays Taken,88.000000,8.414799,-79.585201,-0.000000
0.095623,DeadlinesMissed,105.000000,10.040385,-94.959615,-0.000000
,Manager Score,3.000000,81.001147,0.000000,78.001147
,Experience(yrs),4.000000,24.371765,0.000000,20.371765
,EOY(points),20.000000,64.478006,0.000000,44.478006
,TaskAssigned,127.000000,126.999998,0.000000,-0.000002
,DeadlinesMet,9.000000,108.629489,0.000000,99.629489
,EOM points (agg),727.000000,726.999992,0.000000,-0.000008
,TaskCompleted,22.000000,116.959613,0.000000,94.959613
,number of EOM,6.000000,9.545762,0.000000,3.545762
29.000000,Holidays Taken,149.000000,15.803356,-133.196644,0.000001
0.106063,DeadlinesMissed,21.000000,2.227319,-18.772681,0.000000
,Manager Score,72.000000,72.000000,0.000000,-0.000000
,Experience(yrs),14.000000,23.086335,0.000000,9.086335
,EOY(points),64.000000,77.712833,0.000000,13.712833
,TaskAssigned,104.000000,218.470639,0.000000,114.470639
,DeadlinesMet,1.000000,181.149014,0.000000,180.149014
,EOM points (agg),13.000000,176.222292,0.000000,163.222292
,TaskCompleted,83.000000,216.243320,0.000000,133.243320
,number of EOM,1.000000,8.907195,0.000000,7.907195
30.000000,Holidays Taken,41.000000,6.512504,-34.487496,-0.000000
0.158842,DeadlinesMissed,194.000000,30.815261,-163.184739,0.000000
,Manager Score,85.000000,85.000000,0.000000,-0.000000
,Experience(yrs),7.000000,34.450312,0.000000,27.450312
,EOY(points),38.000000,90.327613,0.000000,52.327613
,TaskAssigned,319.000000,318.999999,0.000000,-0.000001
,DeadlinesMet,78.000000,234.117131,0.000000,156.117131
,EOM points (agg),254.000000,253.999999,0.000000,-0.000001
,TaskCompleted,125.000000,288.184738,0.000000,163.184738
,number of EOM,0.000000,11.720349,0.000000,11.720349
31.000000,Holidays Taken,14.000000,10.915015,-3.084985,-0.000000
0.779644,DeadlinesMissed,11.000000,8.576083,-2.423917,-0.000000
,Manager Score,12.000000,111.786955,0.000000,99.786955
,Experience(yrs),18.000000,36.803351,0.000000,18.803351
,EOY(points),59.000000,98.285539,0.000000,39.285539
,TaskAssigned,212.000000,211.999998,0.000000,-0.000002
,DeadlinesMet,39.000000,195.283186,0.000000,156.283186
,EOM points (agg),747.000000,747.000001,0.000000,0.000001
,TaskCompleted,201.000000,203.423915,0.000000,2.423915
,number of EOM,9.000000,14.100844,0.000000,5.100844
32.000000,Holidays Taken,12.000000,4.695688,-7.304312,0.000000
0.391307,DeadlinesMissed,58.000000,22.695827,-35.304173,-0.000000
,Manager Score,45.000000,49.648429,0.000000,4.648429
,Experience(yrs),9.000000,16.955991,0.000000,7.955991
,EOY(points),41.000000,42.894482,0.000000,1.894482
,TaskAssigned,114.000000,114.000000,0.000000,0.000000
,DeadlinesMet,62.000000,62.000000,0.000000,0.000000
,EOM points (agg),479.000000,479.000007,0.000000,0.000007
,TaskCompleted,56.000000,91.304174,0.000000,35.304174
,number of EOM,6.000000,6.000000,0.000000,0.000000
33.000000,Holidays Taken,108.000000,10.924795,-97.075205,0.000000
0.101156,DeadlinesMissed,47.000000,4.754309,-42.245691,0.000000
,Manager Score,3.000000,97.941160,0.000000,94.941160
,Experience(yrs),10.000000,34.364415,0.000000,24.364415
,EOY(points),41.000000,89.842842,0.000000,48.842842
,TaskAssigned,276.000000,275.999993,0.000000,-0.000007
,DeadlinesMet,49.000000,253.156230,0.000000,204.156230
,EOM points (agg),361.000000,361.000003,0.000000,0.000003
,TaskCompleted,229.000000,271.245684,0.000000,42.245684
,number of EOM,8.000000,11.925582,0.000000,3.925582
34.000000,Holidays Taken,39.000000,9.245205,-29.754795,-0.000000
0.237057,DeadlinesMissed,101.000000,23.942709,-77.057290,-0.000000
,Manager Score,93.000000,93.000000,0.000000,-0.000000
,Experience(yrs),8.000000,26.182800,0.000000,18.182800
,EOY(points),70.000000,73.582265,0.000000,3.582265
,TaskAssigned,204.000000,204.000000,0.000000,-0.000000
,DeadlinesMet,95.000000,156.553648,0.000000,61.553648
,EOM points (agg),827.000000,826.999999,0.000000,-0.000001
,TaskCompleted,103.000000,180.057291,0.000000,77.057291
,number of EOM,9.000000,9.300767,0.000000,0.300767
35.000000,Holidays Taken,35.000000,11.181166,-23.818834,0.000000
0.319462,DeadlinesMissed,145.000000,46.321974,-98.678026,-0.000000
,Manager Score,56.000000,97.372972,0.000000,41.372972
,Experience(yrs),28.000000,30.919508,0.000000,2.919508
,EOY(points),41.000000,77.394649,0.000000,36.394649
,TaskAssigned,336.000000,336.000000,0.000000,-0.000000
,DeadlinesMet,104.000000,103.999999,0.000000,-0.000001
,EOM points (agg),1080.000000,1080.000002,0.000000,0.000002
,TaskCompleted,191.000000,289.678026,0.000000,98.678026
,number of EOM,11.000000,11.000000,0.000000,0.000000
36.000000,Holidays Taken,122.000000,10.048789,-111.951211,-0.000000
0.082367,DeadlinesMissed,303.000000,24.957238,-278.042761,-0.000000
,Manager Score,90.000000,102.568359,0.000000,12.568359
,Experience(yrs),13.000000,31.622968,0.000000,18.622968
,EOY(points),89.000000,88.999999,0.000000,-0.000001
,TaskAssigned,324.000000,323.999997,0.000000,-0.000003
,DeadlinesMet,2.000000,222.891231,0.000000,220.891231
,EOM points (agg),680.000000,679.999993,0.000000,-0.000007
,TaskCompleted,21.000000,299.042758,0.000000,278.042758
,number of EOM,9.000000,10.919574,0.000000,1.919574
37.000000,Holidays Taken,129.000000,45.521807,-83.478192,-0.000000
0.352882,DeadlinesMissed,13.000000,4.587469,-8.412531,-0.000000
,Manager Score,10.000000,101.265664,0.000000,91.265664
,Experience(yrs),25.000000,38.062357,0.000000,13.062357
,EOY(points),39.000000,52.907161,0.000000,13.907161
,TaskAssigned,321.000000,320.999999,0.000000,-0.000001
,DeadlinesMet,42.000000,248.691841,0.000000,206.691841
,EOM points (agg),1100.000000,1099.999997,0.000000,-0.000003
,TaskCompleted,308.000000,316.412530,0.000000,8.412530
,number of EOM,11.000000,11.000000,0.000000,-0.000000
38.000000,Holidays Taken,146.000000,8.349255,-137.650745,0.000000
0.057187,DeadlinesMissed,239.000000,13.667616,-225.332384,0.000000
,Manager Score,84.000000,106.110868,0.000000,22.110868
,Experience(yrs),16.000000,39.671779,0.000000,23.671779
,EOY(points),77.000000,111.076249,0.000000,34.076249
,TaskAssigned,369.000000,369.000000,0.000000,0.000000
,DeadlinesMet,203.000000,332.195443,0.000000,129.195443
,EOM points (agg),128.000000,150.087424,0.000000,22.087424
,TaskCompleted,130.000000,355.332384,0.000000,225.332384
,number of EOM,9.000000,13.669588,0.000000,4.669588
39.000000,Holidays Taken,145.000000,14.334573,-130.665427,0.000000
0.098859,DeadlinesMissed,378.000000,37.368749,-340.631252,0.000001
,Manager Score,5.000000,157.357206,0.000000,152.357206
,Experience(yrs),6.000000,47.074504,0.000000,41.074504
,EOY(points),60.000000,136.011597,0.000000,76.011597
,TaskAssigned,392.000000,403.732109,0.000000,11.732109
,DeadlinesMet,346.000000,346.000004,0.000000,0.000004
,EOM points (agg),1043.000000,1043.000014,0.000000,0.000014
,TaskCompleted,14.000000,366.363361,0.000000,352.363361
,number of EOM,7.000000,15.997081,0.000000,8.997081
40.000000,Holidays Taken,9.000000,5.440836,-3.559164,-0.000000
0.604537,DeadlinesMissed,118.000000,71.335410,-46.664590,0.000000
,Manager Score,54.000000,91.008210,0.000000,37.008210
,Experience(yrs),1.000000,36.827278,0.000000,35.827278
,EOY(points),43.000000,96.358469,0.000000,53.358469
,TaskAssigned,183.000000,224.498287,0.000000,41.498287
,DeadlinesMet,166.000000,166.000001,0.000000,0.000001
,EOM points (agg),646.000000,645.999996,0.000000,-0.000004
,TaskCompleted,65.000000,153.162877,0.000000,88.162877
,number of EOM,11.000000,11.000000,0.000000,-0.000000
41.000000,Holidays Taken,9.000000,9.000000,0.000000,0.000000
1.000000,DeadlinesMissed,45.000000,45.000000,0.000000,0.000000
,Manager Score,59.000000,59.000000,0.000000,0.000000
,Experience(yrs),18.000000,18.000000,0.000000,0.000000
,EOY(points),42.000000,42.000000,0.000000,0.000000
,TaskAssigned,387.000000,387.000000,0.000000,0.000000
,DeadlinesMet,33.000000,33.000000,0.000000,0.000000
,EOM points (agg),861.000000,861.000000,0.000000,0.000000
,TaskCompleted,342.000000,342.000000,0.000000,0.000000
,number of EOM,6.000000,6.000000,0.000000,0.000000
42.000000,Holidays Taken,131.000000,9.714788,-121.285212,0.000000
0.074159,DeadlinesMissed,61.000000,4.523680,-56.476320,-0.000000
,Manager Score,34.000000,82.463993,0.000000,48.463993
,Experience(yrs),24.000000,29.192120,0.000000,5.192120
,EOY(points),66.000000,79.985179,0.000000,13.985179
,TaskAssigned,95.000000,205.902366,0.000000,110.902366
,DeadlinesMet,85.000000,192.006276,0.000000,107.006276
,EOM points (agg),378.000000,377.999996,0.000000,-0.000004
,TaskCompleted,34.000000,201.378686,0.000000,167.378686
,number of EOM,11.000000,11.000000,0.000000,-0.000000
43.000000,Holidays Taken,22.000000,5.355478,-16.644522,0.000000
0.243431,DeadlinesMissed,162.000000,39.435793,-122.564207,0.000001
,Manager Score,61.000000,63.485609,0.000000,2.485609
,Experience(yrs),23.000000,26.568106,0.000000,3.568106
,EOY(points),62.000000,64.860158,0.000000,2.860158
,TaskAssigned,267.000000,267.000002,0.000000,0.000002
,DeadlinesMet,132.000000,132.000000,0.000000,0.000000
,EOM points (agg),390.000000,390.000003,0.000000,0.000003
,TaskCompleted,105.000000,227.564208,0.000000,122.564208
,number of EOM,9.000000,9.000000,0.000000,0.000000
44.000000,Holidays Taken,106.000000,30.758533,-75.241467,-0.000000
0.290175,DeadlinesMissed,12.000000,3.482098,-8.517902,-0.000000
,Manager Score,71.000000,73.093557,0.000000,2.093557
,Experience(yrs),21.000000,25.892126,0.000000,4.892126
,EOY(points),11.000000,11.000000,0.000000,0.000000
,TaskAssigned,17.000000,76.776649,0.000000,59.776649
,DeadlinesMet,10.000000,26.120328,0.000000,16.120328
,EOM points (agg),1054.000000,1054.000003,0.000000,0.000003
,TaskCompleted,5.000000,73.294551,0.000000,68.294551
,number of EOM,1.000000,6.211376,0.000000,5.211376
45.000000,Holidays Taken,10.000000,10.000000,0.000000,0.000000
1.000000,DeadlinesMissed,8.000000,8.000000,0.000000,0.000000
,Manager Score,89.000000,89.000000,0.000000,0.000000
,Experience(yrs),28.000000,28.000000,0.000000,0.000000
,EOY(points),67.000000,67.000000,0.000000,0.000000
,TaskAssigned,20.000000,20.000000,0.000000,0.000000
,DeadlinesMet,20.000000,20.000000,0.000000,0.000000
,EOM points (agg),1062.000000,1062.000000,0.000000,0.000000
,TaskCompleted,12.000000,12.000000,0.000000,0.000000
,number of EOM,12.000000,12.000000,0.000000,0.000000
46.000000,Holidays Taken,135.000000,21.229867,-113.770132,-0.000001
0.157258,DeadlinesMissed,70.000000,11.008079,-58.991920,-0.000000
,Manager Score,6.000000,176.072982,0.000000,170.072982
,Experience(yrs),1.000000,59.685085,0.000000,58.685085
,EOY(points),73.000000,147.476086,0.000000,74.476086
,TaskAssigned,333.000000,333.000001,0.000000,0.000001
,DeadlinesMet,279.000000,303.580105,0.000000,24.580105
,EOM points (agg),1196.000000,1195.999994,0.000000,-0.000006
,TaskCompleted,263.000000,321.991922,0.000000,58.991922
,number of EOM,12.000000,22.012332,0.000000,10.012332
47.000000,Holidays Taken,77.000000,8.105217,-68.894784,0.000000
0.105263,DeadlinesMissed,317.000000,33.368229,-283.631772,0.000001
,Manager Score,94.000000,112.868798,0.000000,18.868798
,Experience(yrs),17.000000,43.860252,0.000000,26.860252
,EOY(points),61.000000,120.867429,0.000000,59.867429
,TaskAssigned,389.000000,389.000010,0.000000,0.000010
,DeadlinesMet,337.000000,337.000009,0.000000,0.000009
,EOM points (agg),57.000000,240.637021,0.000000,183.637021
,TaskCompleted,72.000000,355.631781,0.000000,283.631781
,number of EOM,7.000000,14.481161,0.000000,7.481161
48.000000,Holidays Taken,68.000000,11.581553,-56.418447,-0.000000
0.170317,DeadlinesMissed,234.000000,39.854168,-194.145831,-0.000001
,Manager Score,39.000000,125.986579,0.000000,86.986579
,Experience(yrs),15.000000,35.860061,0.000000,20.860061
,EOY(points),39.000000,104.192768,0.000000,65.192768
,TaskAssigned,266.000000,293.626311,0.000000,27.626311
,DeadlinesMet,243.000000,242.999998,0.000000,-0.000002
,EOM points (agg),1024.000000,1023.999991,0.000000,-0.000009
,TaskCompleted,32.000000,253.772143,0.000000,221.772143
,number of EOM,4.000000,11.880306,0.000000,7.880306
49.000000,Holidays Taken,75.000000,5.922650,-69.077350,-0.000000
0.078969,DeadlinesMissed,67.000000,5.290901,-61.709099,-0.000000
,Manager Score,12.000000,64.404589,0.000000,52.404589
,Experience(yrs),22.000000,22.000000,0.000000,-0.000000
,EOY(points),60.000000,60.000000,0.000000,-0.000000
,TaskAssigned,103.000000,147.399039,0.000000,44.399039
,DeadlinesMet,17.000000,137.353668,0.000000,120.353668
,EOM points (agg),329.000000,328.999998,0.000000,-0.000002
,TaskCompleted,36.000000,142.108138,0.000000,106.108138
,number of EOM,2.000000,8.131814,0.000000,6.131814
50.000000,Holidays Taken,116.000000,44.923780,-71.076221,0.000000
0.387274,DeadlinesMissed,2.000000,0.774548,-1.225452,0.000000
,Manager Score,15.000000,36.246410,0.000000,21.246410
,Experience(yrs),26.000000,26.000000,0.000000,0.000000
,EOY(points),65.000000,65.000001,0.000000,0.000001
,TaskAssigned,5.000000,78.103413,0.000000,73.103413
,DeadlinesMet,4.000000,57.269719,0.000000,53.269719
,EOM points (agg),574.000000,574.000003,0.000000,0.000003
,TaskCompleted,3.000000,77.328865,0.000000,74.328865
,number of EOM,9.000000,13.731947,0.000000,4.731947
51.000000,Holidays Taken,91.000000,17.877578,-73.122422,0.000000
0.196457,DeadlinesMissed,17.000000,3.339767,-13.660233,0.000000
,Manager Score,46.000000,74.854116,0.000000,28.854116
,Experience(yrs),6.000000,22.878573,0.000000,16.878573
,EOY(points),75.000000,75.000000,0.000000,0.000000
,TaskAssigned,108.000000,153.205362,0.000000,45.205362
,DeadlinesMet,14.000000,117.948058,0.000000,103.948058
,EOM points (agg),430.000000,429.999998,0.000000,-0.000002
,TaskCompleted,91.000000,149.865595,0.000000,58.865595
,number of EOM,0.000000,9.518629,0.000000,9.518629
52.000000,Holidays Taken,46.000000,14.402404,-31.597596,0.000000
0.313096,DeadlinesMissed,36.000000,11.271447,-24.728553,0.000000
,Manager Score,33.000000,152.216965,0.000000,119.216965
,Experience(yrs),9.000000,50.568319,0.000000,41.568319
,EOY(points),65.000000,137.781576,0.000000,72.781576
,TaskAssigned,341.000000,340.999994,0.000000,-0.000006
,DeadlinesMet,102.000000,313.542534,0.000000,211.542534
,EOM points (agg),853.000000,852.999996,0.000000,-0.000004
,TaskCompleted,305.000000,329.728547,0.000000,24.728547
,number of EOM,12.000000,18.927353,0.000000,6.927353
53.000000,Holidays Taken,41.000000,6.553746,-34.446254,0.000000
0.159847,DeadlinesMissed,189.000000,30.211171,-158.788828,-0.000001
,Manager Score,93.000000,93.000003,0.000000,0.000003
,Experience(yrs),9.000000,35.181317,0.000000,26.181317
,EOY(points),18.000000,99.172362,0.000000,81.172362
,TaskAssigned,315.000000,315.000011,0.000000,0.000011
,DeadlinesMet,169.000000,276.803409,0.000000,107.803409
,EOM points (agg),24.000000,221.956895,0.000000,197.956895
,TaskCompleted,126.000000,284.788840,0.000000,158.788840
,number of EOM,3.000000,11.225051,0.000000,8.225051
54.000000,Holidays Taken,106.000000,9.775113,-96.224887,0.000000
0.092218,DeadlinesMissed,53.000000,4.887556,-48.112444,0.000000
,Manager Score,99.000000,99.000001,0.000000,0.000001
,Experience(yrs),7.000000,34.610487,0.000000,27.610487
,EOY(points),35.000000,93.985319,0.000000,58.985319
,TaskAssigned,256.000000,281.106815,0.000000,25.106815
,DeadlinesMet,101.000000,260.319448,0.000000,159.319448
,EOM points (agg),335.000000,335.000003,0.000000,0.000003
,TaskCompleted,203.000000,276.219258,0.000000,73.219258
,number of EOM,9.000000,12.248966,0.000000,3.248966
55.000000,Holidays Taken,35.000000,10.945505,-24.054495,0.000000
0.312729,DeadlinesMissed,33.000000,10.320047,-22.679953,0.000000
,Manager Score,68.000000,102.637517,0.000000,34.637517
,Experience(yrs),2.000000,32.941188,0.000000,30.941188
,EOY(points),82.000000,82.000000,0.000000,0.000000
,TaskAssigned,76.000000,76.000000,0.000000,-0.000000
,DeadlinesMet,10.000000,71.924564,0.000000,61.924564
,EOM points (agg),1054.000000,1054.000004,0.000000,0.000004
,TaskCompleted,43.000000,65.679953,0.000000,22.679953
,number of EOM,11.000000,13.514170,0.000000,2.514170
56.000000,Holidays Taken,4.000000,2.436662,-1.563338,0.000000
0.609166,DeadlinesMissed,141.000000,85.892349,-55.107652,0.000001
,Manager Score,61.000000,71.519014,0.000000,10.519014
,Experience(yrs),20.000000,30.533904,0.000000,10.533904
,EOY(points),1.000000,83.919190,0.000000,82.919190
,TaskAssigned,222.000000,222.000002,0.000000,0.000002
,DeadlinesMet,161.000000,161.000002,0.000000,0.000002
,EOM points (agg),336.000000,460.737246,0.000000,124.737246
,TaskCompleted,81.000000,136.107653,0.000000,55.107653
,number of EOM,0.000000,7.239845,0.000000,7.239845
57.000000,Holidays Taken,149.000000,54.888920,-94.111081,0.000001
0.368382,DeadlinesMissed,4.000000,1.473528,-2.526472,0.000000
,Manager Score,62.000000,98.045265,0.000000,36.045265
,Experience(yrs),18.000000,23.921253,0.000000,5.921253
,EOY(points),100.000000,100.000000,0.000000,0.000000
,TaskAssigned,29.000000,149.254936,0.000000,120.254936
,DeadlinesMet,15.000000,35.303159,0.000000,20.303159
,EOM points (agg),803.000000,802.999999,0.000000,-0.000001
,TaskCompleted,25.000000,147.781408,0.000000,122.781408
,number of EOM,3.000000,11.687478,0.000000,8.687478
58.000000,Holidays Taken,127.000000,23.465273,-103.534727,-0.000000
0.184766,DeadlinesMissed,14.000000,2.586723,-11.413277,0.000000
,Manager Score,73.000000,73.000000,0.000000,-0.000000
,Experience(yrs),9.000000,24.784146,0.000000,15.784146
,EOY(points),77.000000,77.177660,0.000000,0.177660
,TaskAssigned,299.000000,298.999999,0.000000,-0.000001
,DeadlinesMet,48.000000,252.789751,0.000000,204.789751
,EOM points (agg),7.000000,287.421331,0.000000,280.421331
,TaskCompleted,285.000000,296.413275,0.000000,11.413275
,number of EOM,0.000000,9.233157,0.000000,9.233157
59.000000,Holidays Taken,48.000000,8.297833,-39.702167,0.000000
0.172872,DeadlinesMissed,46.000000,7.952090,-38.047910,0.000000
,Manager Score,85.000000,85.000000,0.000000,-0.000000
,Experience(yrs),28.000000,28.289702,0.000000,0.289702
,EOY(points),17.000000,74.698574,0.000000,57.698574
,TaskAssigned,105.000000,141.774266,0.000000,36.774266
,DeadlinesMet,38.000000,132.645620,0.000000,94.645620
,EOM points (agg),611.000000,611.000000,0.000000,-0.000000
,TaskCompleted,59.000000,133.822175,0.000000,74.822175
,number of EOM,3.000000,10.868289,0.000000,7.868289
60.000000,Holidays Taken,93.000000,22.070411,-70.929589,-0.000000
0.237316,DeadlinesMissed,30.000000,7.119487,-22.880512,-0.000000
,Manager Score,73.000000,110.023011,0.000000,37.023011
,Experience(yrs),3.000000,33.459592,0.000000,30.459592
,EOY(points),98.000000,98.000000,0.000000,-0.000000
,TaskAssigned,58.000000,121.270851,0.000000,63.270851
,DeadlinesMet,39.000000,89.198360,0.000000,50.198360
